Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality
735,5,1,2002,3.443720694287443,1,4
2886,5,1,1957,2.9345130451744814,2,5
504,3,1,1961,4.962977964406623,0,10
864,5,3,2012,1.0958207607340458,0,7
977,5,1,1956,1.7952408448322263,2,1
3353,4,2,1976,1.9571880870609413,0,2
1466,4,3,1954,3.4982053766556733,2,1
1516,2,3,2017,4.290464771374703,2,7
1315,3,2,1981,2.757090649630768,0,7
2714,3,1,1967,3.413824091795134,1,4
2778,1,1,1991,3.4811777612372365,1,10
3944,2,3,1981,1.4024884003036993,2,10
4812,2,1,1965,1.7282749762916954,1,7
1284,5,2,1976,4.219782554761199,1,7
1831,4,3,2010,0.7105363023729583,1,9
917,1,2,1992,3.534798433162917,2,4
2000,3,1,2008,3.679854185604184,0,10
2316,3,3,1999,4.740725543010246,1,1
4077,1,1,2003,1.816323914643134,1,7
1581,3,3,1992,1.6225619193195453,0,2
4487,3,2,1976,4.79090794033179,1,7
4030,4,1,2004,0.97516195689488,0,1
837,4,1,1967,2.1795852037065524,1,10
1304,5,2,1968,4.849463824484371,2,6
723,2,3,2020,3.084965401424926,0,8
4022,4,2,1953,4.736898096279985,0,7
2719,4,3,1966,2.9633667817087663,2,9
3401,5,3,1996,3.5424726161645834,1,5
1450,3,3,1995,0.5243221565270144,1,6
4469,5,2,1955,3.976323287357318,2,6
1199,1,1,1953,2.45927140779081,0,2
3554,2,2,1994,0.8001224663245199,1,9
4620,5,1,2017,0.914444393898154,1,5
3962,4,2,2016,2.979729289827196,0,6
1655,2,3,1997,2.5195046179757665,2,5
1419,2,3,1955,3.047322409016743,2,6
4012,3,1,2016,2.0980924148921565,1,5
741,2,3,1997,1.763968843338097,1,4
3160,3,2,1974,1.358266944159026,0,6
630,3,3,1997,1.0142859649909075,1,8
4650,3,3,1955,3.531657800939704,2,10
3233,2,2,1955,2.884465674898368,1,4
3976,5,1,1955,3.90350421312299,0,3
1909,2,3,1968,1.4886805567613015,2,5
3567,3,3,1972,3.1854938898276037,2,9
2786,1,2,2015,1.622763858572338,2,9
1515,2,1,1974,1.63690713779579,0,6
3121,4,2,2016,3.927541442961482,1,10
3891,5,3,1990,0.8691065834516188,1,3
1062,2,2,1968,1.538575942669393,2,8
1024,5,2,1998,3.995614994629496,2,1
1108,5,1,1984,1.9048836569792165,2,7
3778,2,2,2006,1.5761414544553545,2,5
1516,1,3,1985,2.493767130486895,2,6
3419,2,3,1999,4.130409037051067,1,10
4782,3,3,2006,4.62471485739085,1,10
1484,5,1,2010,1.246554609668538,1,6
2561,5,1,1983,0.5697874878196648,1,2
1354,2,3,2008,4.852686143868645,1,3
4996,5,1,2003,1.8681362260159984,0,8
4991,1,2,1982,4.249419604685034,2,6
955,3,1,2015,3.727042558124871,1,2
2455,3,2,1953,4.951479892809876,0,10
1863,5,1,1953,1.317754819526704,1,5
3719,4,2,2016,2.25767123411802,1,10
3586,2,2,1964,2.568428688468076,0,10
2406,5,2,1988,0.930780746349788,1,1
1100,5,3,2018,2.343826563993226,0,1
2935,4,2,2013,0.5601545746672804,1,9
1654,5,2,2021,0.9952847789050184,2,10
4632,4,1,1977,4.650653681015463,2,10
614,2,3,1956,3.9330200099946384,0,9
2353,3,3,1956,4.026975750577622,1,5
1858,1,2,1989,1.541660431608447,0,8
643,5,1,2009,1.9949250692629472,1,7
2470,2,3,1974,4.014137103737407,0,4
967,3,2,2006,1.0938439383078278,0,5
689,5,1,1996,3.8868723233232623,2,2
2257,5,1,1968,3.1310064057462115,0,2
1222,4,2,1974,2.644075720577298,0,8
3435,4,2,1965,4.100928564576106,0,8
1080,4,3,1977,2.3124912495480494,2,3
2690,4,1,2017,0.6058962248634445,0,2
4880,3,1,2008,4.66035110929355,1,5
3948,1,1,2017,1.759516935108921,0,5
3235,3,2,1979,0.8535102391567722,0,2
4685,5,2,2017,0.9147558131259454,2,1
749,1,3,1985,0.5754033702157209,1,7
2417,4,1,2003,3.9158911965003727,2,8
1869,1,1,1980,3.018104845094039,2,10
2338,2,3,2018,4.071067945424607,1,6
3339,2,3,1961,3.1501988372550387,0,5
1100,1,1,1976,3.370558435488327,1,2
4646,4,1,2012,4.974868704014931,1,7
3608,1,2,1972,4.729693063864201,0,9
4143,1,2,1984,2.723664517870472,1,8
1750,5,2,1976,2.255541056097526,0,1
4590,1,3,1958,2.768016936183467,0,2
2257,3,1,2002,1.6375929980709785,2,10
4965,5,2,1977,3.0314984057287133,2,2
3869,4,1,2009,3.283371764231835,1,1
1667,1,2,1954,1.3653945321513237,1,8
2071,4,1,1999,3.980214715020124,1,4
1059,4,3,1957,4.180353375447632,0,2
1327,1,2,2016,2.1323912017961844,0,3
564,5,3,2018,2.844829357287745,2,4
1037,2,2,1964,4.889179747158894,2,10
4172,5,3,1956,2.7956677120534548,1,10
4785,1,3,1992,0.9817573034938372,2,7
2982,1,3,1956,3.5660885595860696,0,4
697,1,3,1977,4.061585934002835,1,9
3845,3,1,2014,4.989302700131234,2,7
2178,1,2,2013,1.101427616347331,1,10
1812,3,3,1993,1.7497358930787972,1,2
2555,4,3,1988,3.0173244157731065,2,5
2843,5,1,2019,2.508988648084469,1,2
2222,1,1,1994,4.813240260504831,0,8
1443,3,1,1991,1.1926377940230726,1,10
3604,1,2,1966,3.3915992464563534,0,3
2481,3,2,1961,1.7530589586810783,2,3
1647,2,2,1979,0.5771740186183916,0,9
3282,5,2,2001,2.383620284891701,0,4
1163,2,1,1976,2.5879555915899126,0,5
875,5,1,1992,2.955119548064299,1,10
4266,2,1,2008,1.3992857207687277,1,10
2215,5,2,1966,3.7183390465110855,0,9
2651,5,3,1970,2.715045418320837,1,6
1269,2,2,2006,3.5550397628502823,1,9
3810,2,1,1981,4.245877325346138,2,5
3781,2,1,2007,1.844522919744132,1,5
4776,5,2,1971,3.9916018976328766,0,10
4275,4,3,1959,3.2762481232302587,0,4
3037,1,3,2014,3.3376142371239155,2,8
2705,1,3,2003,4.100330444345905,2,8
2606,4,2,1962,4.055066787019469,0,2
3467,5,3,1953,3.891803316926021,1,4
2074,2,3,2010,1.4191104151047536,2,8
2700,5,3,1965,3.1087677069375115,2,4
3793,1,1,1988,4.976078743384193,0,2
3587,2,3,1966,2.848788515653537,0,3
3728,2,3,2003,3.4751330529291344,1,7
1666,3,3,2009,2.653232523151829,2,10
4400,3,1,2017,4.521175639025592,2,1
2148,3,1,1983,4.884114443651402,2,10
4951,3,1,1982,1.073685560631108,2,3
2182,2,1,1967,0.5712042739856937,1,2
3961,5,2,2000,0.815015804598796,2,3
4797,1,2,1979,2.162668703141211,2,1
4688,5,3,1983,1.91671623208242,2,7
3306,3,1,2017,1.8611556312556696,2,2
3986,2,2,1959,0.5682959702907211,1,4
3065,3,1,1963,1.4730215410750087,2,10
2068,3,1,1965,1.397773917183238,1,5
4219,2,3,2014,3.132852989927914,1,7
3262,2,3,2015,0.8941608383267587,1,3
2031,2,3,2013,4.010851708173478,1,1
1325,3,1,1957,3.5151464201340503,1,5
2944,1,3,1996,4.03615690460768,1,3
2354,3,3,2005,3.5808178741923484,1,3
1814,2,2,2002,1.0277606651020026,2,5
4175,1,3,1962,3.452247598890668,1,10
1718,5,3,1988,3.1302490798885563,0,6
3213,4,2,1950,2.989003869762672,2,10
1705,2,1,1977,1.9662055734671813,1,9
2327,4,3,2005,4.609547061896554,0,1
1832,4,3,2007,1.0682201169847934,1,5
3046,5,2,1956,3.6611975371481096,0,5
3705,5,1,1988,2.672210628846205,2,10
4993,1,2,1957,4.595958656904905,1,6
4926,2,1,1993,4.699072554837388,0,8
2196,3,2,2009,0.7447583683504003,2,8
2538,5,3,1968,0.784131318173261,0,2
3618,3,2,2006,2.329505527136469,0,1
1782,2,1,1982,3.981481542030496,0,6
4196,4,1,1994,2.4638881942831685,2,10
1275,5,3,2006,2.191122571307388,1,4
3843,5,1,1985,3.813079145602249,2,8
762,2,3,2022,3.3488269407478084,0,10
885,3,2,1960,1.797132097253158,0,6
3004,1,2,1993,4.082033310922775,0,9
